Accession,Number_of_N
IMS-10116-CVDP-D3D769D9-2283-46D3-8A6A-11172F26C8A7,121
IMS-10116-CVDP-3F3C3203-F8A0-4C33-B690-6141BF1E572C,1201
IMS-10013-CVDP-A34F03AD-F152-4151-B99A-DFDE94210D58,39
IMS-10116-CVDP-D675EB9C-CA3C-405C-8EF6-2AD9CE66CA06,309
IMS-10013-CVDP-3D232D02-F692-4615-AB16-936E603DB4B9,11
IMS-10116-CVDP-D8C9E3FB-3C1D-4D13-919B-D0751AE2C10C,703
IMS-10116-CVDP-5931C527-CCF2-4542-8C8E-BCAD5489178B,312
IMS-10591-CVDP-000002,108
IMS-10116-CVDP-E42E3230-AA79-4A59-8928-3D4588194C82,123
IMS-10116-CVDP-5B6A3F58-42ED-413E-99B2-E67F109DD8DE,121
IMS-10116-CVDP-E9785927-98BB-40E7-9B4F-62CD76EF098F,259
IMS-10116-CVDP-0E8030B6-E8B4-4C01-A9E8-8E5B93DFBC30,257
IMS-10116-CVDP-5B52733B-0B2A-4C9B-BB5B-0CBA9CC18487,257
IMS-10116-CVDP-D41B23E4-118E-441E-A6D1-2C40CA864AFF,388
IMS-10013-CVDP-33F0427C-ECC5-41B7-B270-690CD02FFB4A,35
IMS-10116-CVDP-ACB2FACE-33D1-41F9-9A25-4185A2B846D7,259
IMS-10116-CVDP-44BA0639-8116-4FFC-8C17-8CA3184EA18E,601
IMS-10116-CVDP-674B8193-3F40-42F8-BEE9-336861CE6F34,342
IMS-10116-CVDP-7BD0F3F3-A080-4A86-A908-919104EF281D,797
IMS-10013-CVDP-BEC19C64-11B9-4E46-8CCD-BC181C09ACD3,32
IMS-10116-CVDP-713F7073-5755-4CBC-9DD8-295CECCC953A,559
IMS-10013-CVDP-89B8C513-A3EC-4584-B9BD-4FF1311CD19B,37
IMS-10116-CVDP-0F0E431C-E14C-4D7E-A7B6-2215BEEDA4E4,259
IMS-10013-CVDP-8FADFCBD-0A73-46AD-9858-15DBCBE30910,245
IMS-10116-CVDP-AFAF4FA3-F331-4C06-B25B-40795F81E7C4,1006
IMS-10116-CVDP-140A727D-F847-4010-91B7-D975FCD459CF,416
IMS-10013-CVDP-38CCE70D-6385-4403-B1EE-4E62C80CF7CF,36
IMS-10116-CVDP-FF0A1C1A-0609-40FF-8FE7-0BD4712C17ED,600
IMS-10318-CVDP-F309419F-66B1-46E2-A1BD-82746754A81D,10
IMS-10013-CVDP-57EEC3E2-A07B-4B8B-9FAE-C9170EFE0633,28
IMS-10116-CVDP-0EE36B6D-E1B8-4D14-89C2-15FD09B27F57,259
IMS-10116-CVDP-41410759-A43F-45F0-B9F9-27F59A57F740,259
IMS-10116-CVDP-E9F65F52-4D45-48A5-9354-6B06568B4118,608
IMS-10116-CVDP-1080E7DC-5306-4BDD-A1B6-9E846A0CDCBA,259
IMS-10116-CVDP-42012707-A462-49C3-9E6A-FB97A0285C61,257
IMS-10116-CVDP-B1137681-DD42-4AC7-A448-51B875A8ECC1,679
IMS-10116-CVDP-3606E515-7DFE-4277-A4A9-5A65BB679F61,123
IMS-10224-CVDP-49C1D5F2-7374-4203-A43E-D2CC1A120713,1299
IMS-10116-CVDP-037BF391-DFC5-4017-946F-96AF57013507,478
IMS-10116-CVDP-CEF884B2-8CF4-47EC-8EEE-627F47D5DD7B,259
IMS-10013-CVDP-1D1D93BD-076E-4DA0-AB9A-8203A743761A,225
IMS-10116-CVDP-1E795001-DFF6-4C83-8934-22C7E26F3090,666
IMS-10116-CVDP-A0BFF44B-ED7E-482D-BEF2-A102D3F6192B,259
IMS-10116-CVDP-2AC8DE81-835C-4552-BA31-8F3B1CD2B194,259
IMS-10116-CVDP-8C2D788D-09A0-454D-8EC6-8F57EB044D74,259
IMS-10116-CVDP-BAA553D4-6E07-451C-9912-F3155CBE5B7E,423
IMS-10116-CVDP-8B672F49-8589-4243-80E2-595D55DF27C4,593
IMS-10116-CVDP-27AFF0E5-6C23-427A-BC2C-2FD9F3FECC92,392
IMS-10116-CVDP-0ABF3FD0-FCCA-4166-BCA2-1D0FA91646D6,424
IMS-10116-CVDP-2184BE4B-B9D0-4BC0-93B0-37A14E73E006,189
IMS-10116-CVDP-BCA34860-5D8D-4295-B361-3974D247BD13,563
IMS-10116-CVDP-93058EA3-D17B-4502-AC5B-429FE4592F66,445
IMS-10116-CVDP-6364851F-17C9-4186-AF39-2B133E26BE37,320
IMS-10013-CVDP-1954E25C-8918-4D96-9BB2-DCB59EDC28DD,469
IMS-10116-CVDP-6E298FB4-24CA-4738-B3AD-719F47187FE4,424
IMS-10013-CVDP-DCBFE2D9-D0A0-4ABB-8B76-A379D43FEF5B,263
IMS-10116-CVDP-64A7CA7D-BF25-4925-B2CC-0A7D6B104D97,259
IMS-10116-CVDP-EBA21C8B-A115-45BC-AC8E-8604B26A92C5,432
IMS-10116-CVDP-2C561BF6-10F6-499E-A484-699FE56E72A4,414
IMS-10116-CVDP-25C65E52-4E0A-4072-838C-A0E852FD5138,255
IMS-10013-CVDP-DF0F8FBE-C064-46C7-93C6-D6C5A0795D68,36
IMS-10116-CVDP-2B67C8FA-06EE-4A1D-812D-67E21FF7616A,251
IMS-10150-CVDP-0302FEBA-23BA-44E6-8FAE-D4D5823A1CFB,0
IMS-10318-CVDP-63286E19-6B65-44E6-98AF-F7B80EE955B3,10
IMS-10116-CVDP-32ECFF06-4156-49A1-9B67-B50CF9E6583E,680
IMS-10013-CVDP-EBB897F3-7C39-46CE-81CA-70C0984E12F1,96
IMS-10116-CVDP-0CA4BC36-D19D-493F-AB14-C06F9B37F4F2,445
IMS-10116-CVDP-140D6EFC-DD12-4126-A930-FDA643F66CF3,626
IMS-10013-CVDP-42EA46AF-072D-4844-8AD6-05F12CB70435,228
IMS-10318-CVDP-5944F77D-DF6F-4140-9576-242D2DE50C90,4
IMS-10116-CVDP-F9C76D7C-A1CD-4329-85F7-EC78779E90C7,291
IMS-10116-CVDP-D9E1CD61-69CD-4BE4-A1EB-6C3208CAC878,439
IMS-10116-CVDP-3E77C7D9-F543-4233-9E40-06C07DF84E91,619
IMS-10116-CVDP-B5F12573-6BFC-4D1E-82A0-EEFD82F489DB,434
IMS-10116-CVDP-23C3D568-E164-4A37-89CC-546E4ED917F0,259
IMS-10013-CVDP-1BFD7AEB-8626-48EE-A1EC-01B8FE6115BB,447
IMS-10116-CVDP-E37B0144-5CA0-41CC-850C-F287BCAE36A3,439
IMS-10116-CVDP-BA0722E6-3C46-491F-B359-400ABEAF8553,257
IMS-10116-CVDP-E0496DBB-80BA-4441-B87E-6CA45AF74B19,253
IMS-10013-CVDP-B65DABD7-216A-445B-8D1C-2FE8F912BD44,20
IMS-10224-CVDP-A8F9A4A3-8B06-4979-8286-2FA239183B3B,661
IMS-10116-CVDP-209BA657-975A-4541-837F-653157B784CC,1449
IMS-10116-CVDP-EE40E1B0-54D8-41E5-B228-CF77E28F0CAC,605
IMS-10013-CVDP-D3DBCE97-5435-41D6-8B4E-7A5425E4C50E,123
IMS-10116-CVDP-3C60DCB5-05B2-4859-812B-00A41D15C400,424
IMS-10013-CVDP-01328,30
IMS-10013-CVDP-2B9E3319-0252-458E-9ED7-4EB4F979390B,267
IMS-10116-CVDP-0D50F89A-3941-4354-ABCC-4797B5E2BF7E,251
IMS-10116-CVDP-A8053615-3251-4943-9FE1-3B589E994A15,770
IMS-10116-CVDP-07D16376-EE2C-4DB0-856B-32C500E349F9,851
IMS-10013-CVDP-A74799B7-3FA3-4998-96B4-52D02DB2495F,32
IMS-10116-CVDP-CB08BE37-17CC-44DD-99CF-9BEC8DBFEA91,560
IMS-10013-CVDP-6B2B2E40-076C-442C-A2B1-85919C64E500,191
IMS-10116-CVDP-9655D84F-315F-4599-8229-24FC9DA69EED,1817
IMS-10036-CVDP-9D079E6D-6AA5-4CD5-A4B7-E0472B3B17A6,28
IMS-10116-CVDP-2B79BEBF-C497-42A7-AB6C-E703C8B5C90D,1235
IMS-10116-CVDP-3CA9673D-D91E-41D0-975A-56FA449B7EAF,238
IMS-10116-CVDP-AD0C9085-B484-4E74-A2F2-19A3F7360A8B,668
IMS-10116-CVDP-5724A0EE-AEDD-4ECB-A802-75F93A364D81,494
IMS-10116-CVDP-CD749CE3-2572-4FA4-B58E-D8884407F558,656
IMS-10116-CVDP-BAF4B158-7548-4C5F-BA26-BE91A5534CE8,867
IMS-10036-CVDP-84F61D94-ADF2-43D2-83FB-C5C28B1B5B0D,138
IMS-10013-CVDP-3C31987D-23FF-48EA-8AF7-0F8D847E1073,17
IMS-10116-CVDP-B251C1CB-CD0E-48FD-8DD5-578EBFEE4D44,395
IMS-10116-CVDP-F1859E9B-3A5A-4C1C-8F34-4856BF7D574C,313
IMS-10116-CVDP-CCE0E231-BD47-49C5-A1A8-7140004DD272,85
IMS-10224-CVDP-0EFF8756-70AC-4F15-8394-0AAF6825D892,0
IMS-10013-CVDP-6C50CC2C-5F2E-46F3-91D0-FC4DB661DECC,13
IMS-10116-CVDP-1CC4DDD7-6E2C-41B6-93BF-FA330C14B64F,1170
IMS-10013-CVDP-2E0E27A6-5820-47DD-8456-0CFCB043B14D,116
IMS-10116-CVDP-262F7A0E-9D98-4943-9B56-14224FA8FF0D,690
IMS-10116-CVDP-BD6D7496-842E-41AA-9749-DC3C8585B2E4,125
IMS-10116-CVDP-923CDCA6-49E7-4D08-A722-C9EB43BE18DE,253
IMS-10116-CVDP-34F4778B-C8AA-494A-85E6-B0CF1CBEE04C,445
IMS-10150-CVDP-8C0223F0-3B00-480B-8740-FDC52D1744E6,1131
IMS-10116-CVDP-23DCF9A2-7D0E-4D48-86C9-B236D8FACCC4,253
IMS-10013-CVDP-0090887F-AA7D-46DF-9778-92DDE31A3295,12
IMS-10013-CVDP-B487B55D-0EB0-40AB-AE3A-5E221FF2F3BC,31
IMS-10116-CVDP-1BDC008C-419D-45FA-A63D-168E86C88A72,258
IMS-10036-CVDP-B5F0151B-2DE3-4F4F-AF64-3B4FF09089F0,55
IMS-10116-CVDP-37BC0F69-041B-4046-9D69-15B8C78E67B2,414
IMS-10013-CVDP-95E05416-1533-4867-BECA-514E5A4D2D79,33
IMS-10013-CVDP-B7E43388-3632-44E9-9EA1-E06371C42C67,40
IMS-10013-CVDP-45564557-9E5C-46B7-A65C-DCB431C73D71,7
IMS-10116-CVDP-0445482C-F54C-4851-BA5C-ACF2860FF1D0,674
IMS-10116-CVDP-7E5BFD60-A41E-4504-9516-7439A551AA2E,88
IMS-10013-CVDP-5E63507C-7064-4AC1-9F98-6AC37CF6495D,115
IMS-10116-CVDP-35B0A76B-8A0C-48A6-9BEA-C4202C600F58,1436
IMS-10116-CVDP-5100B980-9EC2-4AC9-8491-B94678AF115C,579
IMS-10116-CVDP-56B42AAF-28BB-4563-9073-62AC1128E2F4,334
IMS-10116-CVDP-A896F706-9A55-4F93-845E-1C4ED8973FFC,256
IMS-10116-CVDP-F702D075-62A1-4852-8DD8-264912A43526,259
IMS-10116-CVDP-CBCBE9E8-2CB1-4202-82FC-0384B74FA20E,260
IMS-10116-CVDP-B2DC05F4-BFDB-4A82-A94F-4A658C87A5C7,96
IMS-10013-CVDP-410D6A59-B398-4784-8965-4AED04983BEF,607
IMS-10116-CVDP-63E9DEE7-0688-4256-BC2C-E68C51B52C2E,123
IMS-10013-CVDP-0D413454-EA87-4913-A2D6-471CE75C775B,381
IMS-10116-CVDP-F251B95C-54F8-4709-B618-7C71B6F5F890,464
IMS-10116-CVDP-4AC75B2C-6E69-49DA-9537-C89503DAC579,563
IMS-10116-CVDP-A113D3AA-DCFD-44EF-80B5-6C9381D75ACB,471
IMS-10116-CVDP-21905038-06DC-43B8-A6EE-F7CEA6D9BAEC,698
IMS-10013-CVDP-E9284583-62D7-4B96-9AD4-4022E6B0271A,465
IMS-10116-CVDP-55C0B124-C24C-45FA-AA40-A8AD956AD389,259
IMS-10013-CVDP-2C4E8F79-AE91-4C5C-BC7A-E548D41594D1,26
IMS-10013-CVDP-D66C7787-D1DA-4F55-B984-D544E0D981FF,8
IMS-10013-CVDP-F9C0CAAF-A490-4DC6-A6CC-F4FE908C6AB5,109
IMS-10116-CVDP-85C6245A-96B9-4F92-89A1-951F137E67AB,435
IMS-10013-CVDP-ACE7E206-26CC-464B-9E6F-08F113523977,36
IMS-10013-CVDP-54DEC9F4-E3C8-4484-8835-4EC802568876,361
IMS-10116-CVDP-6D089241-3806-4154-A070-35FBC4611B86,424
IMS-10116-CVDP-A60FB013-9BB0-4FCB-9D0C-010C7F5325BD,121
IMS-10116-CVDP-03495191-EA38-493E-ABCC-773C45445FB6,540
IMS-10116-CVDP-2695A298-A3A8-4B84-9723-DBCB4632B7C1,641
IMS-10025-CVDP-00011,130
IMS-10116-CVDP-7B52E409-621D-418A-9393-54317323D802,252
IMS-10116-CVDP-4EF85A0F-50BC-46BA-AD92-0B633F79E8A5,417
IMS-10116-CVDP-33C42858-3A8B-4F31-B15C-AB211FBC5B16,336
IMS-10116-CVDP-351B4541-5A04-4B2B-AEAE-5A64D10BF519,122
IMS-10116-CVDP-1F041C11-6FE4-4F9A-A719-EF2A46A99D1F,121
IMS-10013-CVDP-3A72FA14-BB3C-4B67-A6C0-64E82B9135ED,37
IMS-10013-CVDP-7ED224E9-174E-4F55-B21C-F7C97907B21A,251
IMS-10116-CVDP-5976CB89-9843-46D2-BAE0-1937808B6BB6,424
IMS-10116-CVDP-99936D17-675C-49D3-A34F-231C41F22A88,420
IMS-10013-CVDP-4CF37750-2C2A-4758-8FAA-2404457CCFA2,145
IMS-10116-CVDP-36884AB9-66F3-4230-9DB2-40A3D8B6B321,121
IMS-10013-CVDP-94F540BA-EBF2-4F69-9CDA-A843623D8D1A,31
IMS-10116-CVDP-C545F2BC-6BD3-465F-A8C0-DB66F8D6091B,255
IMS-10116-CVDP-3EC680AA-457A-4ED8-AB96-9CDD0E9C9E0F,257
IMS-10116-CVDP-3DED8E2B-D68D-4746-A723-8D4EBB659B17,259
IMS-10116-CVDP-D32DFF73-F1AA-4EDC-899A-B58DF04F5F90,384
IMS-10013-CVDP-DD5D59B4-E34D-4628-A7B2-6CA38D2EF51F,239
IMS-10116-CVDP-B76966CB-2D2B-4A9E-9FF6-CCC19A58B076,393
IMS-10116-CVDP-4A0E9D6E-B824-46AC-85A9-E47D58C8A728,133
IMS-10116-CVDP-12A7A4DF-558C-4F1B-94C7-4F0D4061A03B,256
IMS-10116-CVDP-BE184978-09B2-4F7A-A23A-05E2ED6AB5D8,95
IMS-10116-CVDP-B6049758-46C8-4993-A085-A78DCE484543,438
IMS-10116-CVDP-81BAABF5-6A69-4EA2-BE14-8155BD92F835,292
IMS-10013-CVDP-96E816D8-C335-4BCD-8698-60D340DB752B,121
IMS-10013-CVDP-5684087E-AD97-411C-8092-0D390BFCF29E,40
IMS-10116-CVDP-001E9163-4A29-44E2-99E6-FC4E1BB8BB6D,658
IMS-10013-CVDP-1F4AF91A-24C2-4050-A5C4-696A7CBC9E43,202
IMS-10116-CVDP-095952B7-A2C1-41BF-9307-712B91F380CE,366
IMS-10116-CVDP-39A232C6-F01B-405E-8F21-7B659AC58454,301
IMS-10318-CVDP-8577AEE0-5E65-43E8-B193-B30BC40A1466,161
IMS-10116-CVDP-9C03753D-894C-466B-9FEB-7D492486983F,690
IMS-10116-CVDP-955C78C3-F49C-419B-953D-5EC6E53DD78C,194
IMS-10116-CVDP-F4EFBB55-F424-4FFD-A8FC-46A44CF61A8C,121
IMS-10013-CVDP-A1282534-CC56-49C4-9124-777A1ABC4591,35
IMS-10013-CVDP-415756A9-408B-48BF-BF5E-CFCE521BF156,197
IMS-10116-CVDP-75A6F72E-B8E8-481F-9B28-BE8A925BCC1F,93
IMS-10116-CVDP-C2D12E34-E087-4480-97FC-3619982322B0,259
IMS-10013-CVDP-54A419A3-E5A2-49AD-935B-70F5BF307988,8
IMS-10013-CVDP-6F2448C0-7892-4E4B-9AC0-C9FCD193E58B,139
IMS-10116-CVDP-9341CFE2-D037-4B83-A102-732664486676,423
IMS-10116-CVDP-BB4EE71D-242D-4F6E-A9A7-E51170CF86A6,1317
IMS-10116-CVDP-A9EB509B-B3EB-4B22-AE53-77788D6BE8C7,121
IMS-10036-CVDP-ECBAB4BF-C866-43A3-95F2-6AE712493942,87
IMS-10116-CVDP-1E3184C7-5152-4128-B317-C188A22879C4,1067
IMS-10116-CVDP-00AE650F-651E-426F-8D68-2F4D433ABE81,608
IMS-10116-CVDP-7E19BED5-F81A-4B5E-815A-14C1D2605608,424
IMS-10116-CVDP-ECDB723A-5FDD-4052-B994-B73EFFD6B3E7,402
IMS-10116-CVDP-9DB1F7DD-9114-4340-854C-619F138FC040,424
IMS-10013-CVDP-994BB1F3-8190-40B7-B9AA-E645AD075DFD,320
IMS-10013-CVDP-03A5E5A6-4BE3-4AF2-B0CB-71AEAF4C90C3,32
IMS-10116-CVDP-51AE6189-EABC-4694-BDD3-100718170AF3,401
IMS-10013-CVDP-1B00AEBC-3742-4628-AAC5-DEFB28E4F98C,259
IMS-10116-CVDP-3007A2B2-EC7B-49D7-9297-5F0F33A7D579,250
IMS-10116-CVDP-97B85845-FDE9-4EBE-B0AB-2082744D8CFA,259
IMS-10116-CVDP-A0D045CA-A4BF-4DA3-9E15-6D9B75B44214,152
IMS-10013-CVDP-D8CC6278-F44A-43B6-8BEC-F3BC0A7B1A37,33
IMS-10116-CVDP-6B28FE50-B0F7-4D20-89A4-578D79235539,124
IMS-10116-CVDP-E6FB8015-9C89-44EA-8E61-4BEDF9C20542,121
IMS-10116-CVDP-7150A30D-DBF1-474E-97BE-F393F0F5F9CF,432
IMS-10013-CVDP-8705F6AC-3915-4E26-B26B-5E7186E367D1,36
IMS-10036-CVDP-A73196FF-EC59-4D87-AAD8-7F7E14606BDB,267
IMS-10116-CVDP-3279CD1A-F385-46C3-80C5-CF6E9C6B600F,377
IMS-10116-CVDP-325F18B9-3B3E-45CB-95B6-81DE3889CA9C,881
IMS-10116-CVDP-E235D066-79E9-4533-955A-588D3B7A7BE6,739
IMS-10013-CVDP-AEBFA03D-7867-4DC0-B4C2-E96DA96FD0A6,33
IMS-10116-CVDP-0227E12C-68F8-4475-B8E4-AC22CB4A6FCC,227
IMS-10116-CVDP-F01C4A10-D717-4812-950A-4E5142C56824,548
IMS-10116-CVDP-BEF44571-6A2A-481C-B495-861DB98D1FFC,259
IMS-10116-CVDP-3A12DAF0-CD89-48E9-99DC-32F281FC5964,259
IMS-10116-CVDP-FCFEBE40-4188-4730-B8C5-EB9513202F8B,383
IMS-10116-CVDP-8E5C6D00-F62E-4B95-8F34-D32F25EB8655,530
IMS-10116-CVDP-4715FC0F-030E-49EF-BE05-DD9A60D1B793,250
IMS-10116-CVDP-C7C4656C-55D9-4AF3-9665-06E9E79EF33E,257
IMS-10116-CVDP-EFDFE16F-EB68-4317-A0F6-9B94245296A0,96
IMS-10013-CVDP-846CF24B-31BA-4050-BEF1-0F74D9FA8A8D,19
IMS-10116-CVDP-9DFA5A0C-3F41-4559-A39E-D9740C8A609C,259
IMS-10116-CVDP-E78BDF68-6B3D-4032-8FA4-A16D661D2946,416
IMS-10116-CVDP-6990EEAC-A294-497E-BE73-AD061EBFB882,259
IMS-10116-CVDP-FD70958E-A935-4A5B-AC89-47FF8308CB63,416
IMS-10116-CVDP-922EDC62-C9DB-4479-9A27-933DCFF91D60,421
IMS-10116-CVDP-870B7DCB-F882-431F-9319-8FDE99EFCC41,251
IMS-10116-CVDP-5B9F4E86-8FEC-4A7E-92BA-089FBBC3E889,416
IMS-10116-CVDP-B0256D92-FA46-420B-932B-C0424C6338F1,259
IMS-10116-CVDP-489AA646-3807-459D-976A-E3807D934334,416
IMS-10013-CVDP-01292,11
IMS-10116-CVDP-84CDA699-BFDD-4E7F-AF3B-7CD930D06ACC,416
IMS-10116-CVDP-D134A9C1-BB17-4F35-A5C7-1D07F5CC1597,259
IMS-10116-CVDP-96ECA966-5C56-45E6-B5E0-BD592FAC690A,666
IMS-10116-CVDP-1D874DE0-C249-457E-AD15-9043CC95119A,121
IMS-10013-CVDP-80B0FD14-A06C-475B-9C1D-0154466974FF,603
IMS-10116-CVDP-C1A5AFDF-DF0C-4EB9-A1A0-9AD0E4DB49B2,1159
IMS-10116-CVDP-929BB411-A0CB-41F4-B4D5-45B05109139E,251
IMS-10116-CVDP-7BA57908-85D9-499F-809C-0874DB10C04A,255
IMS-10116-CVDP-B005C685-BCD0-4386-BB9A-6E0D72DAA85E,424
IMS-10013-CVDP-B38779EE-D01D-4796-8B8B-7E369FF1DC36,14
IMS-10116-CVDP-C57296D8-F364-4C5C-832B-0B6E9B048AA9,259
IMS-10013-CVDP-A0275D69-4401-4A1E-BD78-F5091DA3F9A1,17
IMS-10116-CVDP-B2C99037-A271-4016-8813-897CAE22E4E8,257
IMS-10036-CVDP-00143,1
IMS-10116-CVDP-C95B3BF4-1584-4A81-9E90-0CD27D08D5B7,520
IMS-10116-CVDP-FE8CAB55-9D8B-4943-9DD0-372CEB0215B3,121
IMS-10224-CVDP-ED3F2A30-3ECA-441E-A75A-155511E96CC5,619
IMS-10116-CVDP-B9547E25-FA97-4500-8745-448897E40B94,415
IMS-10116-CVDP-0ED42FD8-3B51-4D14-B4AC-ABFA222D6BC9,259
IMS-10116-CVDP-BB4330B7-975D-4F8B-898B-6DB0EEEDDE93,258
IMS-10116-CVDP-D4031128-4F2A-47F9-A697-EE8D4B074892,121
IMS-10036-CVDP-A59E4D2D-DC5C-48AC-9C72-AE2A1465C7CF,262
IMS-10116-CVDP-96763415-5C22-4795-A4A6-022D6250D9F2,267
IMS-10318-CVDP-A867483D-7EB7-47A4-BEE9-2668C2C147D5,995
IMS-10116-CVDP-F24D2C1C-0C1C-4FF4-A753-A96822489A45,370
IMS-10116-CVDP-28DC389A-C89D-4601-9EC3-BE74369FA660,253
IMS-10116-CVDP-512F290A-CA7A-49AE-85F4-7D49539139DF,439
IMS-10116-CVDP-599C4CF2-E47F-49FE-8746-412398007F39,259
IMS-10224-CVDP-EDAD4289-2511-48A3-83BA-A43D3CCA5B3B,704
IMS-10116-CVDP-BC23B716-E198-4E48-9A4E-A089D25EF31D,259
IMS-10116-CVDP-EDBBC13C-ED62-442A-BC5B-D49C77575574,103
IMS-10036-CVDP-4CC4923E-16EC-4B66-96AE-63FB9CE27EFC,267
IMS-10116-CVDP-A48DE987-9409-4C8D-BB5F-79FB2F33F9C1,527
IMS-10116-CVDP-A931C652-7673-4E9B-9DFA-976E6274D776,147
IMS-10116-CVDP-246C4CFB-BA85-4171-894C-9B6F48E20025,399
IMS-10116-CVDP-2AAE27BE-2429-4703-BDA6-61CEA20B08DC,337
IMS-10116-CVDP-67AEF27E-489A-43F7-B2A6-7286E8A042E3,78
IMS-10116-CVDP-A300C6D1-72C4-4E98-A61D-A73E43ADF339,253
IMS-10116-CVDP-2E85D406-2074-4F81-A6FD-A7675A41A9BB,548
IMS-10116-CVDP-53121B71-0CE4-4347-9DC8-0E50B7EF9891,143
IMS-10116-CVDP-72A7AE6B-108B-4D07-B2B5-C449713E0805,259
IMS-10116-CVDP-67938953-8788-404C-B6A1-3170AFA78EDD,258
IMS-10116-CVDP-0DA9C8E7-C9EC-448C-90A5-EA9692702AB1,82
IMS-10116-CVDP-8514BCB1-64AC-4055-ACFE-D1B9E31DB33D,445
IMS-10013-CVDP-9752B223-6901-4317-9DFA-8D62DEE62512,31
IMS-10036-CVDP-A38CEF52-7030-414B-A356-4805FE0707EC,265
IMS-10116-CVDP-92B7360E-13A1-43F6-B5C1-EF603A7C3D54,455
IMS-10116-CVDP-0A0128E0-BE9C-4F0F-BC81-CE4A2A471B3E,259
IMS-10116-CVDP-66F699C0-1086-4909-964D-38EBA2D2D232,259
IMS-10116-CVDP-28C6E968-5004-49F1-84D7-2417FCD608FD,123
IMS-10013-CVDP-05383E2D-84F6-48C5-B6D2-FC3903992584,37
IMS-10036-CVDP-0409E50F-7EAE-4C6B-BE1A-5A1F3B5192BE,70
IMS-10116-CVDP-1233AB55-B6A0-425F-BA04-ABEC0365A313,416
IMS-10116-CVDP-BDC0798C-525D-4281-A740-7D7DC263868B,253
IMS-10013-CVDP-CEB0EFC1-50EF-4E47-A704-8A5FD734EE98,35
IMS-10116-CVDP-FFA74B3D-E2EE-4186-AA0E-4F3CC2A38D67,252
IMS-10116-CVDP-86B208ED-5112-4D6A-B109-078F293F6DF5,564
IMS-10116-CVDP-B75AF988-7DA5-4FF4-8F64-64805334050E,339
IMS-10116-CVDP-9892A6FC-CB40-440B-92F2-84A534CE9D26,263
IMS-10116-CVDP-4B9640E9-DC67-4B63-B64D-789B7C16B3EA,1476
IMS-10013-CVDP-C667D845-2256-4CA0-8940-4F36F1081E91,35
IMS-10116-CVDP-C1149BB1-5BE4-4749-AC58-AB1E82FDA21A,95
IMS-10013-CVDP-263B4183-E080-47C0-9448-B06DAD2D8914,350
IMS-10116-CVDP-0EA865F3-CAF4-4851-AC29-9B59C4061EB2,259
IMS-10116-CVDP-264F121A-5351-4F74-8CA1-518F6B7E44D1,129
IMS-10116-CVDP-D640D774-4DCF-4999-A90E-CAE00E624B65,307
IMS-10116-CVDP-43EC87BD-EF45-4080-BD81-DB0377A60A49,258
IMS-10116-CVDP-CD7E573E-69C7-45F5-9E80-FE878F80EF6E,259
IMS-10116-CVDP-6C5C46E7-779A-479E-860C-01F9134111B3,121
IMS-10036-CVDP-D76B527A-28B7-49BF-90C7-CEEB6443BAE8,267
IMS-10116-CVDP-8ACE35C4-CD63-4484-B73C-9F561F6E1536,337
IMS-10116-CVDP-BE65453D-C47F-4E8C-AD2A-39EAC8D3BC47,649
IMS-10013-CVDP-32F1D3D8-2179-4F14-B59A-547917566E84,38
IMS-10116-CVDP-CCA412AC-FDBE-4DFD-ABF0-7F6F0AF86FDC,253
IMS-10116-CVDP-EB896DB7-7F19-4C64-A994-D23079F61A31,125
IMS-10013-CVDP-A53C8E73-6FD5-413C-A33C-D718E0B39D28,146
IMS-10013-CVDP-B1AA3F7A-F767-4BDD-974D-5F0522074B50,246
IMS-10116-CVDP-6612B676-404F-43E0-870D-E291D4249CA5,256
IMS-10013-CVDP-FE67E02F-D8CD-4967-B44C-5B645DE37460,19
IMS-10116-CVDP-5C28E84F-905D-43B5-AF19-901D1EB54B9E,413
IMS-10116-CVDP-40464B6A-7082-4D21-A741-F893FDCF1D23,453
IMS-10013-CVDP-24AA03E0-E580-4F4F-A401-72E3AC498455,492
IMS-10116-CVDP-FFD89493-E47D-4B37-AF91-87DE8CCADAF7,83
IMS-10116-CVDP-33D1884D-F60F-432C-BE74-BADB463E8D4E,404
IMS-10116-CVDP-B3BCAF32-34C3-4569-85C4-B5DAC9117D59,250
IMS-10116-CVDP-F27E0A9B-D8D1-43B9-BE76-EB32B64B5E63,259
IMS-10116-CVDP-620386CE-3AD1-4FC1-A517-2354226C2A7F,259
IMS-10116-CVDP-63BFAC28-8D47-4625-8368-1DC42365BB76,259
IMS-10116-CVDP-45244D68-A177-4F06-A6DF-22FC6E0DEF0F,259
IMS-10013-CVDP-01824,603
IMS-10116-CVDP-02476E36-13D9-4481-B101-F60E62C7E11C,261
IMS-10116-CVDP-41FA0417-5B4E-45F8-8B5B-774FA7E4FE8D,74
IMS-10116-CVDP-CD5B660F-E038-41A2-832E-9A1081CAA598,435
IMS-10116-CVDP-F7C839EA-9313-4F1C-BC74-584EE0D680AE,480
IMS-10116-CVDP-AD4FFD03-FED1-4FDD-A988-DB93224AF8E7,418
IMS-10116-CVDP-1975FB0F-67BB-4481-B842-5ECEAB9035D1,407
IMS-10116-CVDP-A1E61D42-158D-45C2-A9AB-EF93DB8D6245,356
IMS-10013-CVDP-3C75A29F-6DBF-4947-ADA8-4A0CAC146647,245
