Accession,Number_of_N
IMS-10116-CVDP-75B1A9BE-263E-4068-8968-FB3163FE0B06,291
IMS-10186-CVDP-58D8B4A2-150A-4A5B-BA8D-211E00615250,526
IMS-10267-CVDP-CD2EB33D-E36F-4C72-A5C7-B44DAC139F22,192
IMS-10116-CVDP-822E5845-A6CE-47A3-896A-90A8AB2D4C1E,325
IMS-10013-CVDP-9384CF0C-9531-41D2-B361-B3E205492F4E,202
IMS-10186-CVDP-6263A91D-22E8-43C9-9EFD-5C6FB5014EE1,316
IMS-10225-CVDP-54A82DA8-5BD5-4C77-BAE9-3811F52468CF,207
IMS-10225-CVDP-8F9AB41E-9545-464A-B551-5D19BCC5C22D,244
IMS-10261-CVDP-6CF4566C-D080-4AB8-B9EF-2C2EC66051CC,333
IMS-10594-CVDP-E03844E0-43A7-4FCF-9A47-D44DF5406ACE,88
IMS-10186-CVDP-A4AC7E1F-01BB-4062-AB24-4E1EFFF95B7A,225
IMS-10186-CVDP-B9F640D3-139E-4147-96D6-18949397E99C,505
IMS-10116-CVDP-D55596A3-26D3-4F8F-A797-745EA4B0D31A,430
IMS-10116-CVDP-4DA8230B-D27D-40C4-A841-D5D88D40FAD7,249
IMS-10116-CVDP-77F69263-E10E-4AE8-BC80-F8678537518F,254
IMS-10227-CVDP-DD6C328A-B76A-4657-A88E-91889986A710,257
IMS-10267-CVDP-979993E4-10D3-480E-95E3-60D0713213AA,532
IMS-10186-CVDP-CA9C2FB1-2F14-41C3-9A24-1CE7570ABCA2,69
IMS-10061-CVDP-9A491070-8DD1-47B2-8A5B-695D1403AC96,505
IMS-10087-CVDP-1699E185-111C-4B43-8F94-98288D1EB304,130
IMS-10116-CVDP-68E7DCC0-A87F-48C6-98C4-0046C04A8697,253
IMS-10061-CVDP-BF5DBD57-8A88-4038-8325-88AB38B0B5BF,311
IMS-10061-CVDP-A8086E58-6436-4809-8646-E8BA8C3DE4D6,19
IMS-10116-CVDP-67D7C682-B47E-4ADA-8844-DB2C8924349D,82
IMS-10013-CVDP-5F79B987-306E-44DB-9539-7E631A1CBADA,391
IMS-10087-CVDP-1E5D57FE-68D0-4ACA-A2A7-6A5952EBA2D3,1325
IMS-10594-CVDP-3FB3D28A-333D-479E-9A43-5FA0656657DF,616
IMS-10087-CVDP-2C468532-EFAC-4B30-AE54-EB4C8EEFB5D8,324
IMS-10087-CVDP-4E9CCCBB-03E8-4F57-91A7-FFEED2F1EB6D,210
IMS-10116-CVDP-C2012047-EE98-4151-B03C-D6DFD25D1AFC,259
IMS-10116-CVDP-FCB5795B-BEFE-43E0-8C03-2085DAC1E150,1300
IMS-10227-CVDP-EFACE813-35BF-41C1-99A6-BB6FEA762884,15
IMS-10227-CVDP-88445D89-B455-4F57-BE04-A7080DB15D42,287
IMS-10186-CVDP-57421EDE-A30D-4F5F-8864-EB49FF512984,106
IMS-10261-CVDP-6EEB793F-C7EA-4D4C-945D-D4F8075E32B1,297
IMS-10267-CVDP-4214313C-E04E-40A0-BF2B-CE72B351266E,636
IMS-10186-CVDP-D1469500-F622-479F-9995-E4E5B1B95AC8,727
IMS-10225-CVDP-07707F4F-CF53-41BE-9A18-DB669F02B912,220
IMS-10186-CVDP-E1D83691-14EC-4B04-9EDB-D047CD02C55E,518
IMS-10087-CVDP-62893CA5-E369-419D-87A4-085CC51CA989,548
IMS-10116-CVDP-75C0C547-47A4-4FAD-A6BD-420F7CAD3BE1,253
IMS-10020-CVDP-51E9470C-BEAB-4F05-89DF-0442452FD442,55
IMS-10013-CVDP-520DA033-07F5-41AA-A022-305DF3D627B0,184
IMS-10227-CVDP-CB1F703A-9DD8-4013-9134-A96807FDB700,259
IMS-10116-CVDP-28DB9610-F25B-46A6-8C66-8C3FE87BDC5B,443
IMS-10116-CVDP-D7848B28-93AB-46D8-9B5A-DE1427C00C8B,422
IMS-10116-CVDP-26111729-C458-4054-91A7-D57CD6B8BF0C,298
IMS-10116-CVDP-EE05E97C-44F2-42C2-9F55-EBAFFB54DD65,237
IMS-10087-CVDP-A3EA6F03-9BE6-4372-BA95-25D5CC438264,262
IMS-10116-CVDP-715593B7-3E1E-4EE9-88AC-FD5103B7281E,614
IMS-10116-CVDP-3C7BAC1F-71C2-4576-B164-8583D83B65AA,503
IMS-10061-CVDP-838DF932-3C63-42BD-B414-5F1E9A9A906C,11
IMS-10186-CVDP-4345B718-8A25-4EB8-87DB-CD015536D19B,167
IMS-10186-CVDP-EF945E3B-2319-4F70-888C-7CEC642A652C,233
IMS-10227-CVDP-74479EFC-40D1-4A34-9F4D-ADAE9922AD66,381
IMS-10116-CVDP-33487628-1462-46A3-93C2-0673A1A3FFEC,286
IMS-10225-CVDP-708BF0DA-6E65-4A5A-BC1E-B4D14B262A7C,424
IMS-10087-CVDP-44331C29-8839-4B4F-B07D-C362240AE6E0,119
IMS-10264-CVDP-05A1485B-A79A-4B74-AC92-53F2DE7FD6DE,2
IMS-10267-CVDP-128704D1-2809-4004-AA10-882BFBE0C3FA,397
IMS-10013-CVDP-00954,5
IMS-10116-CVDP-4904609B-5F1A-4EBA-ACC3-3689B38F895E,578
IMS-10225-CVDP-D0B01836-5ACC-4B46-83B5-E6B26853E927,245
IMS-10061-CVDP-FAB8089E-031F-47BB-ABA5-0645EB4CA0F7,44
IMS-10116-CVDP-E7F06578-676E-4D26-AEE6-6B4082B69B52,662
IMS-10186-CVDP-96492A0E-C3B8-409C-912E-6FAC5B9DAE85,982
IMS-10013-CVDP-0D4DCE70-1A2E-4012-A1CB-3F058E654CF4,37
IMS-10116-CVDP-F77522B6-1DC2-4A0D-AA99-DD0CF7D024BC,121
IMS-10116-CVDP-9D78D982-FF84-4AF2-83AC-72153D9BA3A4,424
IMS-10267-CVDP-9E66CC79-C49D-4A47-A257-214A69A160E7,399
IMS-10186-CVDP-C02C2FBB-504C-435C-9612-F84BD74477A8,752
IMS-10087-CVDP-524504C6-E834-49ED-A8E5-AA0949F85595,40
IMS-10267-CVDP-C3CB07BF-2565-4BFF-BE35-838C33F01528,933
IMS-10087-CVDP-4E13326D-FC4D-4087-B8B2-7C0F45671CDD,124
IMS-10116-CVDP-98E24B8F-E0FA-4B41-ABC5-C2B05427F34A,825
IMS-10013-CVDP-29225CE0-B7BF-48F5-B0B9-52AAF11CDF1E,31
IMS-10087-CVDP-4EE89A13-B3CE-4FA1-953B-EB62DE5A4FB7,480
IMS-10087-CVDP-79FB741F-F059-44F0-BCB4-8160F42A120F,345
IMS-10186-CVDP-3FDAC7DA-ED9E-46F5-87FD-8D91A6E91FA0,338
IMS-10087-CVDP-F0AC4BBD-4DB3-4BEC-B5D3-1C52570A713B,659
IMS-10594-CVDP-35071936-D9F7-458D-AC20-BB047E3F7CB3,347
IMS-10186-CVDP-B65D3E50-E7B7-42E9-90A3-45E16F11BFE8,566
IMS-10594-CVDP-73D4B09A-AA81-445C-9C02-BEAD07971B1F,85
IMS-10267-CVDP-45A1B88B-CCD3-4A6A-96BC-B71C86AD9233,216
IMS-10061-CVDP-9217D8CC-5A27-459A-8058-DE657C3FA961,4
IMS-10013-CVDP-024CBDBE-FD6E-4173-A62A-458CFFC6EA90,12
IMS-10186-CVDP-C918E931-64F3-4D08-ADB7-B6AAAD2F9272,9
IMS-10225-CVDP-1BC14692-0F33-41EC-8CDA-D2A2C00E6B23,357
IMS-10087-CVDP-9A161639-0B99-45C1-AAF8-B12ACC18E8C4,330
IMS-10227-CVDP-0B5D1531-D2A6-47AF-AA99-F2113D59E186,0
IMS-10186-CVDP-11FA3713-3847-4BE9-8C3D-3CC712BB2384,606
IMS-10227-CVDP-1E50421A-FF88-4770-8C1E-47FBAEE9BC27,559
IMS-10267-CVDP-32D26399-675E-4DCD-836D-ED267C8250B2,210
IMS-10061-CVDP-B8C238CF-BE19-417F-9960-6C01D36306A2,208
IMS-10267-CVDP-4B0D2C6E-A086-49CD-9428-48B3EEC1868C,549
IMS-10186-CVDP-123EC49A-9BAC-4031-9C1F-111F3D88FA69,1452
IMS-10116-CVDP-6CE9988D-F7B1-4ECF-9EB2-11AAFEB9F1A9,259
IMS-10116-CVDP-5518AA97-DB02-46FF-B117-E9ED12E8B511,435
IMS-10061-CVDP-684D2836-17DD-47A1-B790-2EBEE0B3B9F1,41
IMS-10116-CVDP-F83B77EB-0560-4E97-9155-35C8BE2499A3,398
IMS-10061-CVDP-0647FBDE-D597-49E7-970D-76FCE63CD917,0
IMS-10267-CVDP-36398CB7-984F-4E72-AE23-FFC8544D2D24,364
IMS-10186-CVDP-66ED2BA3-13F6-4A00-9F1A-1C0B774D3C24,81
IMS-10013-CVDP-9167A535-5E7A-4989-8A1C-BFBD659F700F,40
IMS-10020-CVDP-2C5B28E2-27DD-45B5-BCE3-3E0DA1727A3F,40
IMS-10116-CVDP-36C5EDE8-3D04-4894-819A-06F20F96B2A6,349
IMS-10087-CVDP-709DE563-1F7D-4F94-98AB-2AA1CE5951FE,82
IMS-10020-CVDP-251DCC23-3C69-42FC-BFAC-82FD59C7ECEA,73
IMS-10186-CVDP-369E5654-020B-47BF-A1B1-72E90DD6E43F,266
IMS-10116-CVDP-F033CAC2-9BB5-4E78-AB0F-D3DCC817798C,444
IMS-10116-CVDP-BDDC2A6E-8790-45B9-BC3A-E9B45BEB9DED,121
IMS-10087-CVDP-6E8C84B3-7030-4DC0-B118-EA3D83D3CBB5,573
IMS-10267-CVDP-A2EBEDD8-F052-4203-8C98-F59123FFBBEA,222
IMS-10116-CVDP-9F80EC5F-C148-49A3-8EAF-60BE5CF43B15,726
IMS-10087-CVDP-DA53615D-37C2-461D-9D76-01DEC0B52888,558
IMS-10186-CVDP-4517181A-41D2-419B-AB66-BFBD3BB1D075,860
IMS-10087-CVDP-C40821BE-3187-413C-B7E5-EEF168D62D1D,1453
IMS-10087-CVDP-4FE31736-C371-4368-9F94-99E01D7EB438,922
IMS-10116-CVDP-FA6538EA-FDF3-47A3-899D-8D55FD181D8D,263
IMS-10061-CVDP-27280110-2FC4-4A9A-B045-DA86102062D6,0
IMS-10116-CVDP-B0AF830B-69B4-4641-AEE5-63F7E4EF5C58,121
IMS-10186-CVDP-DCF56E35-E8FF-44DA-98C3-86F0027AB7FB,713
IMS-10267-CVDP-D0F892F6-8D33-41A6-ABE5-B8EC62BC6775,161
IMS-10116-CVDP-9882E815-4932-4546-A915-0CFCDB4C06FE,253
IMS-10227-CVDP-D10DD0C0-9262-4759-B78D-481821F98B80,0
IMS-10087-CVDP-F3BBB5A2-2541-4563-88CC-74BD4A987A70,268
IMS-10186-CVDP-73A9300D-C4A7-4E33-BE41-53B42B3C68DD,313
IMS-10013-CVDP-51E43243-1536-4F03-9E09-AF01EACC520D,20
IMS-10116-CVDP-586A8A7D-E172-4561-BE25-03DF556D1459,459
IMS-10013-CVDP-C308D320-C59B-489A-8E71-725B1CB0B270,236
IMS-10061-CVDP-FA205DD8-0AE2-49B0-9917-EAC7D567AC8F,127
IMS-10087-CVDP-E997E6DA-F52D-4A8D-B6AF-D79E2E86DECD,400
IMS-10116-CVDP-E640D69A-C74D-4014-9075-FD47DABB2026,655
IMS-10013-CVDP-353019AE-76A9-40F8-B7F4-8965C34EF6CA,26
IMS-10116-CVDP-A1D9A34B-4F2C-4B63-B719-A5B7109EDBC7,319
IMS-10186-CVDP-9A9FF0E7-5ECB-481D-8B7B-9F880B1A71BD,560
IMS-10225-CVDP-FAD10AD8-5902-42CE-88BB-2BDB92CC3F90,811
IMS-10594-CVDP-6B8CD9F4-6799-4661-9572-CDAD392F3E9A,531
IMS-10186-CVDP-6E68875F-DB0A-4C22-ADA4-9083EC00CFD8,1061
IMS-10227-CVDP-22FC63D9-003F-4F9A-BE3E-6AEC2A462A03,0
IMS-10267-CVDP-2AF19D3B-C000-4C3E-AA67-D66467E10323,365
IMS-10087-CVDP-A08C3C19-A7F0-45F5-BB24-05E641DABB75,431
IMS-10061-CVDP-1F0CEF53-273B-4B45-8A5C-BB2BD7982D6E,46
IMS-10186-CVDP-854D6DFF-00A4-4F9D-9751-365996009945,232
IMS-10267-CVDP-E918F4D1-054E-48CA-9DA7-865F0F16724F,201
IMS-10225-CVDP-49EF7A5A-654F-4B4C-8F9C-1357B5BC62D6,806
IMS-10594-CVDP-96296434-9925-4F41-95EB-C6981111D044,116
IMS-10116-CVDP-A7BE2F54-5FD1-4A12-83F1-4C0BD466C718,259
IMS-10061-CVDP-B036C110-0342-4BFD-9F1C-91ACCBE1D597,3
IMS-10267-CVDP-91699CC5-3BE5-4A20-BF12-45537E3BF373,363
IMS-10267-CVDP-69061F04-3455-44BD-A6B6-69FC9FCFD4D4,204
IMS-10267-CVDP-2CE9B2E3-5B64-4B1C-A92B-11ABC66ACE92,646
IMS-10594-CVDP-C94D067E-5DB4-4B3E-B642-300C89F01CF2,241
IMS-10013-CVDP-13FA1763-4C93-47ED-ABA9-E525F6920B4F,37
IMS-10261-CVDP-09AFBF0B-74D8-4752-9C8E-D6119236A3A4,186
IMS-10087-CVDP-D265E424-5C58-48C6-B21F-638DBA3491FF,360
IMS-10225-CVDP-AA4D3F58-6EE2-4EBE-B422-C0687ABBBD17,634
IMS-10261-CVDP-944888EB-0FF9-4A96-943E-4EEC0D0EB716,1047
IMS-10087-CVDP-96FB4FE1-60CA-43A7-BA9D-CBF823297E67,353
IMS-10061-CVDP-E87032E5-6ED0-46B3-B32C-69D35F1002CF,150
IMS-10225-CVDP-EB1CFC25-F67B-4100-AC00-0728C09C7E62,945
IMS-10186-CVDP-DF906D00-EAF6-4DBE-B4AA-A8B20E6302DD,275
IMS-10594-CVDP-651082E2-22E5-4D1B-AF25-B0A5DC93CA66,358
IMS-10227-CVDP-DCC72EB7-AF98-4AA6-8CCA-E44DCA171C74,245
IMS-10061-CVDP-67E032CA-9889-448B-BF17-E6E1819FF273,0
IMS-10116-CVDP-A6FFFA8B-9019-42FC-8D19-3BEBCFA98130,301
IMS-10186-CVDP-9902F221-54FA-4FC3-8441-580730CD6F24,49
IMS-10227-CVDP-F51F32BB-1A57-4281-8DC1-2792A3DCBB87,69
IMS-10267-CVDP-5322BD4F-8D2A-46DE-88FE-A9C40733F0D1,611
IMS-10116-CVDP-2F309FF6-F16A-45EF-BE19-1DA3877FE9A4,259
IMS-10227-CVDP-4510CDA1-17A1-499F-9FF2-C862EE481059,58
IMS-10116-CVDP-1A7E11B7-3CDA-4B43-8EEE-8043F91E526B,256
IMS-10087-CVDP-4010D9AA-51FF-4E4F-8532-36FDDB26D91C,981
IMS-10594-CVDP-19F95609-C070-4D2E-A967-AF481D1AB25C,469
IMS-10061-CVDP-9C452D13-35ED-43BC-AC8F-72E8F3D7603C,73
IMS-10116-CVDP-37A0CA7B-0D47-425C-8E60-C66ABA5440CA,253
IMS-10186-CVDP-B1773297-F145-423F-8B2B-E63558E4976D,572
IMS-10087-CVDP-7ED1D232-71D3-4311-8571-DD14E802AB7A,1486
IMS-10087-CVDP-638DCDD6-F81D-426D-A512-4330A4CC2771,693
IMS-10061-CVDP-2E2FD94E-6B2A-4833-8BE1-7C43F4C2E8EF,32
IMS-10186-CVDP-28A45C43-37A3-42A0-954F-B825F5BAC9DA,97
IMS-10261-CVDP-27A4DAAD-9E27-48F7-BE69-C359CD89883C,41
IMS-10116-CVDP-CDA6FBB4-DC07-4417-A1D1-A4B4CD6F8258,427
IMS-10116-CVDP-97CCD46A-580A-468E-BF86-3F6D6BDCF302,259
IMS-10087-CVDP-12344EDB-3180-4A46-A7AB-96E629490E0D,564
IMS-10186-CVDP-84844A22-4E8A-46EC-9166-4E83A42395B2,72
IMS-10186-CVDP-FC41F25F-9165-40CE-BB38-9A3B4F80B474,207
IMS-10087-CVDP-CF7F3189-90AB-4684-9218-294E046AF4C2,74
IMS-10116-CVDP-C643EF76-6BB9-4429-A034-260B42B5A9B8,253
IMS-10013-CVDP-90A3B701-F09E-4CC7-A80D-FDA8E59ED2A3,109
IMS-10061-CVDP-FF5B5748-E985-4208-B4C2-E6CC3AD8855B,277
IMS-10267-CVDP-B5344BD2-EBE1-490D-87A7-39944E769580,367
IMS-10087-CVDP-490A9BFA-4C95-46D7-B766-98157707B129,418
IMS-10116-CVDP-E6F8E115-B599-44FC-BBFE-25D034F9FDAA,259
IMS-10267-CVDP-014E09D0-76F9-4D0C-9B48-6A854EE54F34,385
IMS-10173-CVDP-00088,45
IMS-10087-CVDP-E576EE40-DC48-4A60-98FA-5DB294AB9EB1,436
IMS-10267-CVDP-F00D7AC7-BFD9-4807-A1AB-EACB60128B66,440
IMS-10116-CVDP-C8A55982-6F3C-45AE-A7E6-C869FFAF391C,1447
IMS-10267-CVDP-8991C4E9-6A18-4AC9-BC0D-4774B67471E6,491
IMS-10267-CVDP-B1CBABC3-2D25-45B9-BF4D-D2ACC512187F,412
IMS-10087-CVDP-156E7E0F-FA87-4AEB-9153-F91D409B6D51,744
IMS-10087-CVDP-3BE75BC3-4E53-4412-82E7-3D187504A811,637
IMS-10186-CVDP-725982BC-9B20-4D78-8A1C-195C7A20E29A,11
IMS-10594-CVDP-BCC6126B-DB05-4279-99D4-5AB15201DC37,6
IMS-10225-CVDP-6E561D98-34B1-4C13-A00C-DCA66A2742C0,676
IMS-10116-CVDP-743FCAF5-B0A2-4E68-BD3F-0410F30E0C61,259
IMS-10061-CVDP-8F164A92-2B7F-4A54-8771-A57D47FCE1CB,191
IMS-10594-CVDP-263FE5B3-B9E7-472A-88C0-554CF9FAED95,4
IMS-10227-CVDP-03EDA375-033C-4B33-AEA4-1F5467267B3A,22
IMS-10267-CVDP-A17784DD-E7DB-41E3-9AD3-364AAEDF864A,676
IMS-10186-CVDP-4F1EE7DA-FFDF-4EB3-BE46-93062981F52D,518
IMS-10186-CVDP-8629BAE9-B97C-432E-BB86-1B07542CEF04,310
IMS-10013-CVDP-247DCBE8-EBD9-406D-8AEF-2C44ED2F9FC0,37
IMS-10087-CVDP-74F5A42A-A19E-44CA-BC8A-423E736AF610,87
IMS-10087-CVDP-C304ED8D-7F7C-41D2-92B7-1EC96EB2B999,47
IMS-10087-CVDP-B641F251-0432-4FED-B9C0-E2D74E8BD432,428
IMS-10087-CVDP-A6826C2C-0BAA-46D5-9B9F-6A13EAFBBD73,138
IMS-10186-CVDP-153C8549-B42B-43AD-9839-7E42E7329D3A,39
IMS-10186-CVDP-CD8A2AC5-F8B8-46E0-9C66-1EBDC06363DA,65
IMS-10061-CVDP-9ED6637D-C433-4EB6-94F9-F8F3DA0BDA0A,0
IMS-10013-CVDP-028C9C04-B704-47D5-96D8-BC021694CE8F,243
IMS-10267-CVDP-002ADAF0-5625-4FE8-A7A8-C27777D91B93,362
IMS-10087-CVDP-C705366B-92AA-420F-8B56-C802E1CFCB43,126
IMS-10225-CVDP-9B0F0784-E87E-48F1-A8B8-9B6E9C3DC9FA,1735
IMS-10087-CVDP-C504D888-581C-4461-B88C-92B99B6EA0E3,298
IMS-10116-CVDP-D2562C49-0659-490E-AEA1-338E6FEE3561,379
IMS-10020-CVDP-D5FFFDD0-BF19-453B-89A5-F10C8B439D52,57
IMS-10087-CVDP-60903DB8-0C71-46F2-B82B-F54A4D0E5373,309
IMS-10186-CVDP-C43B8193-1250-4FF6-8AD1-847EEF3FA649,693
IMS-10227-CVDP-02A16E95-BF32-4E6C-B81A-590A7EA94CE1,265
IMS-10267-CVDP-08B2388C-6FDC-42F3-B0FA-B877282A893B,473
IMS-10594-CVDP-46058204-F2D5-491D-9F78-35792EAAE2FE,316
IMS-10116-CVDP-9A3F22DC-1ECD-4CFA-A82D-B5755A4E8534,253
IMS-10267-CVDP-6C41A60F-0A64-43DD-BE4F-2C665BCBE018,392
IMS-10267-CVDP-0C1C97E9-EE66-4870-8949-7FDD9FD4FD05,689
IMS-10267-CVDP-00055,0
IMS-10061-CVDP-BA7E4A92-A7FF-4352-B252-C6FB3F601D9E,0
IMS-10227-CVDP-14B920FB-DC09-4FC5-805B-98C4FC19E842,266
IMS-10186-CVDP-4971669F-F126-4C41-B1EA-6E80CF173DD0,784
IMS-10227-CVDP-8167EC25-38C3-4F15-BDA9-0B4985C85D88,11
IMS-10267-CVDP-8160F4E2-4A78-4E48-B9F8-D65BF1EC20D5,216
IMS-10087-CVDP-FCD1FC83-ABA2-4793-AFC1-F6F8E6C8EB17,237
IMS-10274-CVDP-99951FF1-29F2-40DD-8F56-E5880B017BC5,1161
IMS-10186-CVDP-5B5BB36E-8156-4A5B-93DB-E1BEF1CD24F1,61
IMS-10087-CVDP-4B9A21ED-88EB-483C-A9AB-78620231D789,69
IMS-10087-CVDP-57048764-4CF6-4FB1-B070-BA0931B08F03,480
IMS-10116-CVDP-C0D2D55B-1671-46E1-80E2-86738A19F54B,386
IMS-10267-CVDP-F8B08F81-A1B2-427B-82B7-055404965B67,439
IMS-10267-CVDP-A2CA03D1-4D7A-4E5D-A237-DE54531DBEF9,666
IMS-10594-CVDP-2EE44B8E-9C57-4A60-99BA-E625C24FABB9,341
IMS-10087-CVDP-46F9A87E-1C8E-460C-AE66-AE670A0042A0,635
IMS-10267-CVDP-768100A3-8507-4F75-B55E-14CCB47DCCA0,383
IMS-10227-CVDP-DF311FA9-123A-44D6-8B39-F2355C640DAA,64
IMS-10267-CVDP-D1D84AD3-7C7D-4C2C-957F-1F0329F87688,251
IMS-10061-CVDP-E7FF1D9A-8EC8-455E-94DA-E55A5A66D687,11
IMS-10087-CVDP-3225F639-072A-40AD-ABC8-E6A63B455231,343
IMS-10594-CVDP-32AE0660-4341-4A34-8940-D99475F79BF0,356
IMS-10267-CVDP-18DBC0FC-762F-46D0-A10C-A1FAB3014485,412
IMS-10186-CVDP-E3511492-A31C-4F6D-94E2-6129919FBF40,257
IMS-10186-CVDP-BC27F461-CD05-4F67-A379-F80907390EBB,1266
IMS-10186-CVDP-AB850480-3349-46D1-AE65-FFB999718E9F,579
IMS-10186-CVDP-67B2E372-E09F-4B03-BAF0-9859DD7273E7,1202
IMS-10261-CVDP-2508D885-1BDF-460D-9B72-9E9D1249340A,116
IMS-10116-CVDP-044F7899-EFCF-4737-AA48-F88E80574E74,418
IMS-10061-CVDP-0861CF4C-4561-46C7-8B61-71B835D923CE,256
IMS-10116-CVDP-0C792FB9-9285-409F-932E-BC1C9FEDA437,414
IMS-10116-CVDP-CC9B0D2B-8F2D-4820-A72E-9C3CBC979E9B,163
IMS-10013-CVDP-521FEB0A-EE77-4EAC-87A5-8A1524B4E435,254
IMS-10186-CVDP-0725096B-5EEF-4D1C-B500-A5A6E1AC5579,383
IMS-10227-CVDP-65AE9B5B-524A-450E-BFF7-A2E22007CA59,148
IMS-10186-CVDP-E82AB264-5204-47F8-AD77-93439C04C9F6,304
IMS-10261-CVDP-2164B11A-779F-4BC2-9EC7-EE9F80C9C3B5,528
IMS-10087-CVDP-9F40DC53-96BE-454D-8AEC-0F60A48DA073,351
IMS-10267-CVDP-E4B4F703-D927-4C04-A148-4EA55BF9DF9D,1018
IMS-10087-CVDP-2E3970D5-908D-47E0-B327-82D2ED8702E1,683
IMS-10061-CVDP-F7342B4B-9F1D-44D0-B80E-5A93CDA83209,0
IMS-10186-CVDP-897E4762-3C5B-4B1D-BFBB-A749461F04A3,652
IMS-10087-CVDP-CFEC2F03-AB6B-4472-8927-C701E14738E1,499
IMS-10594-CVDP-45892E35-387F-432B-9B5A-06B9A1C7C72F,83
IMS-10087-CVDP-B9E7CFDD-56C3-4023-A865-A49F7CB50CE5,436
IMS-10087-CVDP-F7032C95-ECD5-46A4-A3CE-F35F4A122251,1367
IMS-10225-CVDP-F54228D2-7716-4912-A807-5282DBB1A772,736
IMS-10225-CVDP-D4B5499A-5417-4828-9941-26C7DB933802,809
IMS-10186-CVDP-0B8DE6FA-1006-4DF1-A6A4-C1DC4C7B8E6B,1390
IMS-10087-CVDP-08F5D131-24CE-474C-9A63-6437C5C120DC,134
IMS-10227-CVDP-6DC9A848-5403-4BB8-8341-6D57216243F6,58
IMS-10013-CVDP-684352EF-A521-403E-B061-4FF81C3F2F67,111
IMS-10225-CVDP-61BEE882-AB47-4EDC-95A8-DE54FEDB0C36,246
IMS-10087-CVDP-6EAFFA7C-BDB7-41F5-ACB4-D63DB5D22781,55
IMS-10186-CVDP-4E3D5165-C99F-47C6-9F44-CDBAB2F9C15B,39
IMS-10186-CVDP-0F83ACDC-0B86-4793-B86E-AABF5D99D147,219
IMS-10116-CVDP-256B96F0-884C-434D-896A-2F2D67986158,259
IMS-10116-CVDP-4D58CDFE-4856-48BB-B1D2-27080F18294F,422
IMS-10087-CVDP-6C0F2F9B-2D4F-4587-A460-BE571028211C,437
IMS-10087-CVDP-A9BF7EAF-E50B-4CCC-BE4A-7859D9045DFC,1393
IMS-10116-CVDP-597A9A7F-4F17-46AB-B51F-945F681551D4,259
IMS-10087-CVDP-6DF4BAF0-7A22-48D4-BE83-D1AFCACDBA02,239
IMS-10261-CVDP-1E99BD9E-B6EC-4375-BA58-6B4E7CC3FD1A,1000
IMS-10594-CVDP-0F63E679-2C50-48F1-9C0E-A26B971A8EF4,225
IMS-10186-CVDP-56951025-19D3-49F8-A50C-81DCD85FA424,24
IMS-10264-CVDP-008C2EF9-29AF-4203-9FBD-6B53C0151B18,650
IMS-10227-CVDP-55B3E22C-99C6-4C24-B8D0-BF504D32F691,498
IMS-10267-CVDP-0E1D769C-22EC-4E5C-973B-E2B553327DF3,749
IMS-10087-CVDP-17365957-58A3-4CCD-BBA1-5A7DA3C73336,81
IMS-10116-CVDP-7905F929-2718-4C3A-B319-152A0D44B6BC,262
IMS-10594-CVDP-6F5FD4AE-B631-43E8-806D-1AC16DE7B710,2
IMS-10087-CVDP-B71CB204-5E92-4003-918C-D4BD590264BD,139
IMS-10186-CVDP-67E1DF1E-9339-43E4-B54B-C797185E391F,481
IMS-10061-CVDP-2DA90D88-7081-409B-B71A-4BCB0F3BA8C8,17
IMS-10186-CVDP-27C6AB60-89BE-4A11-8710-05FC76D72711,1211
IMS-10186-CVDP-B764133E-6DA5-4042-9214-38749234EF7C,680
IMS-10116-CVDP-4F1F84C3-9E20-48FC-9730-CE1C22A8F0E1,634
IMS-10225-CVDP-A69AA8D3-BF8D-433E-8158-0AFE8C54DFE8,220
IMS-10061-CVDP-AFFE3911-D161-4009-8887-04812F5BB515,411
IMS-10261-CVDP-8BFCDB09-4119-4FC0-8D76-7D55C3EFE150,287
IMS-10087-CVDP-4224B4FF-ACEF-40E6-9555-1EBB77F97A1E,75
IMS-10225-CVDP-BCA7EB84-1179-4FA3-9922-D0C8D74A4712,240
IMS-10087-CVDP-349DF419-467C-4F87-BBA1-3F5C77B79221,440
IMS-10227-CVDP-3485616F-9C77-4E34-9648-89FBF3F06CE9,0
IMS-10013-CVDP-B464DB32-F327-40DA-9E48-021D8F3502E8,176
IMS-10225-CVDP-571FB7E9-0915-44AB-865A-933770DBCE71,233
IMS-10186-CVDP-41F60293-6887-4869-BADB-B2A96442AEFF,69
IMS-10186-CVDP-AE4C6DA3-9E2E-4BF8-B68F-FD7013AE927E,695
IMS-10087-CVDP-CBE242E1-291A-4449-AAE3-3B7A9E1EBA8F,488
IMS-10261-CVDP-00061,456
IMS-10267-CVDP-B297C4DD-85D1-4C94-A7CB-AEE7C547BD42,475
IMS-10116-CVDP-B0CB447A-02BD-40D2-9358-68929DACA62B,251
IMS-10227-CVDP-66C4D69A-E8C4-4B15-A9E9-A8DF9ECC96DE,45
IMS-10087-CVDP-93A1267F-C16D-4328-B91D-560E536E22D4,130
IMS-10013-CVDP-7CA17CAD-D950-4D5A-AC64-17F768721C1C,132
IMS-10087-CVDP-0AD31300-5B97-4F1C-BB3F-D63343175531,41
IMS-10267-CVDP-56446831-367B-4155-A49C-C33F8A60B2C4,173
IMS-10267-CVDP-63CEF230-B2B1-4B77-8E5D-EFD07F8A0281,357
